OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge
22312,Nonresidential COS,Other,The Seattle Public Library - Ballard Branch,5614 22nd Ave. N.W.,Seattle,WA,98107.0,2767700235,6,BALLARD,47.66984,-122.3842,1.0,1,30576,15576,15000,"Library, Other - Services",Library,15000.0,,90.69999695,202.6999969,1642173.75,0.0,930038.0,603208.0,False,Compliant,38.52,1.26,12
22327,NonResidential,Other,Ballard Masonic Center,2006 NW Market Street,Seattle,WA,98107.0,2767700935,6,BALLARD,47.66894,-122.38242,1.0,2,21528,0,21528,Social/Meeting Hall,Social/Meeting Hall,21528.0,,15.30000019,36.5,330300.5,0.0,209914.0,96997.0,False,Compliant,6.61,0.31,92
22332,NonResidential,Other,Ballard Square,2228 NW Market Street,Seattle,WA,98107.0,2767701080,6,BALLARD,47.66908,-122.38627,1.0,2,30000,0,30000,"Parking, Strip Mall",Strip Mall,25828.0,,43.20000076,123.1999969,1115775.5,0.0,975561.0,119380.0,False,Compliant,13.14,0.44,88
22420,NonResidential,Other,SUNSET,1138 NW 63RD ST,Seattle,WA,98107.0,2767704040,6,BALLARD,47.674820000000004,-122.37316000000001,1.0,2,30087,0,30087,Other,Other,30554.0,,170.3999939,535.0,5205994.5,0.0,5274641.0,0.0,False,Compliant,36.77,1.22,74
22438,NonResidential,Worship Facility,Quest Church,1401 NW Leary Way,Seattle,WA,98107.0,2768302590,6,BALLARD,47.663270000000004,-122.37438999999999,1.0,1,40445,0,40445,Worship Facility,Worship Facility,40445.0,92.0,22.5,37.70000076,911009.375,0.0,271219.0,515035.0,False,Compliant,29.24,0.72,41
22440,NonResidential,Retail Store,Office Max #560,1135 NW Leary Way,Seattle,WA,98107.0,2768302800,6,BALLARD,47.66318,-122.37283000000001,1.0,1,23500,0,23500,Retail Store,Retail Store,23500.0,53.0,48.90000153,139.5,1149592.0,0.0,1021883.0,116084.0,False,Compliant,13.29,0.57,20
22454,NonResidential,Retail Store,Ballard Goodwill,6400 8th Avenue NW,Seattle,WA,98134.0,2769601465,6,Ballard,47.67518,-122.36549,1.0,1,22420,0,22420,Retail Store,Retail Store,23067.0,82.0,66.09999847,152.6999969,1524765.875,0.0,927422.0,476832.0,False,Compliant,31.79,1.42,49
22479,NonResidential,Supermarket / Grocery Store,70500811 -- Interbay,1600 West Dravus,Seattle,WA,98119.0,2770602660,7,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1.0,1,25842,0,25842,Supermarket/Grocery Store,Supermarket/Grocery Store,25987.0,35.0,336.60000610000003,727.9000244,8746499.0,0.0,4656997.0,3861316.0,False,Compliant,237.54,9.19,55
22480,NonResidential,Small- and Mid-Sized Office,3257 16TH AVE W,3257 16TH AVE W,Seattle,WA,98119.0,2770602690,7,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,1.0,3,26389,0,26389,"Fitness Center/Health Club/Gym, Office",Office,16766.0,,45.0,141.1999969,1186733.125,0.0,1208035.0,0.0,False,Compliant,8.42,0.32,24
22486,NonResidential,Small- and Mid-Sized Office,Canal Building,3600 15th Ave W,Seattle,WA,98119.0,2770603315,7,MAGNOLIA / QUEEN ANNE,47.65252,-122.37586999999999,1.0,3,25859,0,25859,"Office, Parking",Office,25859.0,88.0,35.40000153,91.0,916019.375,0.0,665707.0,193073.0,False,Compliant,14.9,0.58,34
22502,NonResidential,Warehouse,Commodore,2440 W Commodore Way,Seattle,WA,98199.0,2771605265,7,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,1.0,1,25600,0,25600,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20600.0,1.0,75.90000153,188.6999969,1943594.875,0.0,1249609.0,480992.0,False,Compliant,34.26,1.34,42
22504,NonResidential,Other,"MER Equipment,Inc.",2400 w Commodore Way,Seattle,WA,98199.0,2771605305,7,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,1.0,1,23169,0,23169,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,10200.0,,21.79999924,68.40000153,222255.9063,0.0,222256.0,0.0,False,Compliant,1.55,0.07,51
22509,NonResidential,Small- and Mid-Sized Office,Salmon Bay Landing,2320 W Commodore Way,Seattle,WA,98199.0,2771605313,7,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,1.0,4,41784,8399,33385,"Office, Parking",Office,33385.0,89.0,38.79999924,121.8000031,1294615.25,0.0,1294615.0,0.0,False,Compliant,9.03,0.22,8
22511,NonResidential,Warehouse,West Commodore,2600 W Commodore Way,Seattle,WA,98199.0,2771605365,7,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,1.0,1,56884,0,56884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56884.0,71.0,27.70000076,58.0,1577967.75,0.0,785464.0,602881.0,False,Compliant,37.49,0.66,56
22519,NonResidential,Retail Store,1023-Crown Hill (Relo),8532 15th Ave NW,Seattle,WA,98117.0,2776600135,6,BALLARD,47.6917,-122.37617,1.0,1,32810,0,32810,Retail Store,Retail Store,32810.0,66.0,66.09999847,153.0,2168833.0,0.0,1316268.0,701700.0,False,Compliant,46.44,1.42,27
22547,NonResidential,Self-Storage Facility,Mahoney Warehouse,2656 15TH AVE W,Seattle,WA,98119.0,2770603945,7,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581000000002,1.0,3,30989,0,30989,Self-Storage Facility,Self-Storage Facility,30989.0,,3.200000048,10.0,98862.89844,0.0,97690.0,0.0,False,Compliant,0.68,0.02,36
22548,NonResidential,Self-Storage Facility,"A1 Self Storage, LLC",2648 15th Ave West,Seattle,WA,98119.0,2770603955,7,MAGNOLIA / QUEEN ANNE,47.64418,-122.37586999999999,1.0,3,39952,0,39952,Self-Storage Facility,Self-Storage Facility,39952.0,,1.5,4.599999905,58114.19922,0.0,57133.0,0.0,False,Compliant,0.4,0.01,101
22574,NonResidential,Small- and Mid-Sized Office,Nickerson Business Center,3837 13th Avenue West,Seattle,WA,98119.0,2770604870,7,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,1.0,2,20022,0,20022,Office,Office,20784.0,80.0,33.09999847,104.0999985,688824.0,0.0,657386.0,0.0,False,Compliant,4.58,0.23,55
22577,NonResidential,Distribution Center,property #50,1200-1210 West Nickerson st.,Seattle,WA,98119.0,2770605690,7,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,1.0,2,36498,0,36498,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,18229.0,89.0,17.0,34.79999924,602201.625,0.0,277628.0,242384.0,False,Compliant,14.81,0.41,56
22579,NonResidential,Distribution Center,Century 21 Promotions Inc,2601 West Commodore Way,Seattle,WA,98199.0,2770606119,7,MAGNOLIA / QUEEN ANNE,47.661609999999996,-122.39075,1.0,1,35946,0,35946,"Distribution Center, Office",Distribution Center,31845.0,,14.0,31.70000076,503210.6875,0.0,300259.0,169240.0,False,Compliant,11.08,0.31,48
22585,NonResidential,Small- and Mid-Sized Office,Commodore Way,2303 W. Commodore Way,Seattle,WA,98199.0,2770606573,7,MAGNOLIA / QUEEN ANNE,47.660059999999994,-122.38631000000001,1.0,4,30152,5680,24472,"Office, Parking",Office,25184.0,96.0,33.59999847,105.3000031,845044.125,0.0,844068.0,976.0,False,Compliant,5.94,0.2,9
22607,NonResidential,Small- and Mid-Sized Office,Fisheries Building,4241 21st Ave W.,Seattle,WA,98199.0,2771100445,7,MAGNOLIA / QUEEN ANNE,47.658809999999995,-122.38382,1.0,4,22365,0,22365,Office,Office,21617.0,71.0,33.59999847,105.6999969,727385.8125,0.0,727386.0,0.0,False,Compliant,5.07,0.23,37
22609,NonResidential,Small- and Mid-Sized Office,The Wharf Building,4209 21st Avenue West,Seattle,WA,98199.0,2771100510,7,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,1.0,4,30172,0,30172,Office,Office,30172.0,82.0,32.09999847,100.6999969,967548.3125,0.0,904060.0,0.0,False,Compliant,6.3,0.21,22
22650,NonResidential,Warehouse,Ballard Hardware & Supply Co Inc,4749 Ballard Ave NW,Seattle,WA,98107.0,2767702360,6,BALLARD,47.66353,-122.38063999999999,1.0,4,42500,0,42500,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,42500.0,100.0,5.5,17.39999962,262995.3125,0.0,241478.0,0.0,False,Compliant,1.68,0.04,89
22654,NonResidential,Small- and Mid-Sized Office,Sanborn Building,5325 Ballard Ave NW,Seattle,WA,98107.0,2767702515,6,BALLARD,47.666909999999994,-122.38416000000001,1.0,4,23032,0,23032,"Office, Restaurant, Retail Store",Office,14448.0,,55.29999924,173.6000061,1172535.25,0.0,1121537.0,0.0,False,Compliant,7.82,0.34,115
22672,NonResidential,Other,Olympic Athletic Club,5301 Leary Ave NW,Seattle,WA,98107.0,2767702960,6,BALLARD,47.66646,-122.38263,1.0,3,45750,4914,40836,"Other, Parking",Other,42850.0,,175.8999939,270.0,7536508.5,0.0,1749609.0,5490664.0,False,Compliant,303.81,6.64,116
22676,NonResidential,Small- and Mid-Sized Office,5105 Leary Ave,5105 Leary Ave NW,Seattle,WA,98107.0,2767703120,6,BALLARD,47.664970000000004,-122.38046999999999,1.0,2,23500,0,23500,Office,Office,23500.0,26.0,74.30000305,182.8999939,1745284.25,0.0,1192984.0,493421.0,False,Compliant,34.52,1.47,48
22678,NonResidential,Small- and Mid-Sized Office,4925 Leary,4925 Leary Ave NW,Seattle,WA,98107.0,2767703190,6,BALLARD,47.66431,-122.37988,1.0,1,22282,0,22282,Office,Office,22282.0,93.0,29.89999962,60.09999847,665681.875,0.0,306298.0,273590.0,False,Compliant,16.67,0.75,50
22679,NonResidential,Self-Storage Facility,Ballard Mini Storage,4714 Ballard Ave NW,Seattle,WA,98107.0,2767703240,6,BALLARD,47.663509999999995,-122.37961000000001,1.0,2,24000,0,24000,Self-Storage Facility,Self-Storage Facility,24000.0,,25.0,43.79999924,599426.5,0.0,201999.0,300900.0,False,Compliant,17.39,0.72,114
22684,NonResidential,Mixed Use Property,Murphy Ballard Building,1903 NW Market St,Seattle,WA,98107.0,2767703630,6,BALLARD,47.66852,-122.38175,1.0,3,27085,0,27085,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,9500.0,,79.40000153,159.1999969,2151546.25,0.0,981638.0,1013494.0,False,Compliant,60.67,2.24,107
22801,Nonresidential COS,Other,Meadowbrook Community Center/Pool,10700 30th Ave NE,Seattle,WA,98125.0,2826049024,5,NORTH,47.70544,-122.2918,0.0,2,29258,0,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,31991.0,,247.39999390000003,417.2000122,8571176.0,0.0,2608582.0,5478361.0,False,Compliant,309.14,10.57,20
22804,NonResidential,Small- and Mid-Sized Office,Lake City Professional Center,2611 NE 125th St,Seattle,WA,98125.0,2826049043,5,NORTH,47.718999999999994,-122.29966,1.0,2,37500,0,37500,Office,Office,37500.0,58.0,65.30000305,160.6999969,2448649.75,0.0,1614256.0,621509.0,False,Compliant,44.26,1.18,85
22810,NonResidential,K-12 School,Bliss Hall,14050 1st Ave NE,Seattle,WA,98125.0,2832100190,5,NORTHWEST,47.731429999999996,-122.32784,1.0,3,23983,0,23983,K-12 School,K-12 School,23983.0,61.0,53.0,110.59999850000001,1270514.75,0.0,618998.0,545367.0,False,Compliant,33.28,1.39,86
22818,NonResidential,Distribution Center,Jack Warehouse,4835 West Marginal Way SW,Seattle,WA,98106.0,2840201475,1,DELRIDGE,47.55832,-122.35238999999999,1.0,1,24100,0,24100,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,20100.0,22.0,39.79999924,65.90000153,939941.6875,0.0,271509.0,538362.0,False,Compliant,30.49,1.27,36
22830,NonResidential,Worship Facility,Freedom Church,9601 35th Ave,Seattle,WA,98126.0,2858600090,1,SOUTHWEST,47.51709,-122.37796999999999,1.0,1,23772,0,23772,Worship Facility,Worship Facility,23772.0,100.0,4.1999998089999995,13.30000019,100841.7031,0.0,100842.0,0.0,False,Non-Compliant,0.7,0.03,45
22834,NonResidential,K-12 School,University Child Development School,5040 9th Ave NE,Seattle,WA,98105.0,2862100610,4,NORTHEAST,47.66665,-122.31818,3.0,2,31343,0,31343,K-12 School,K-12 School,51515.0,5.0,83.0,153.6999969,4277566.0,0.0,1639135.0,2207366.0,False,Compliant,128.66,4.1,12
22860,NonResidential,Mixed Use Property,Lakeside Plaza,7900 East Greenlake Drive North,Seattle,WA,98103.0,2886200375,6,NORTHWEST,47.68582,-122.33708999999999,1.0,3,55912,22850,33062,"Office, Parking, Retail Store",Parking,24052.0,,74.09999847,232.6999969,2450442.75,0.0,2450443.0,0.0,False,Compliant,17.08,0.31,20
22863,NonResidential,Other,Max Performance,4220 22nd Ave W,Seattle,WA,98199.0,2771100555,7,MAGNOLIA / QUEEN ANNE,47.658429999999996,-122.38435,1.0,2,20294,0,20294,"Office, Other",Other,18000.0,,90.90000153,150.1000061,1845057.875,0.0,536408.0,1199588.0,False,Compliant,67.45,3.32,59
22866,NonResidential,Small- and Mid-Sized Office,Fishermen's Commerce Building,4039 21st Ave W,Seattle,WA,98199.0,2771100895,7,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,1.0,4,40571,10849,29722,Office,Office,24008.0,64.0,53.59999847,168.3000031,1286817.375,0.0,1286817.0,0.0,False,Compliant,8.97,0.22,33
22867,NonResidential,Small- and Mid-Sized Office,Icicle Seafoods,4019 - 21st Ave W,Seattle,WA,98199.0,2771100925,7,MAGNOLIA / QUEEN ANNE,47.656490000000005,-122.38383,1.0,4,41707,15659,26048,"Office, Parking",Office,41707.0,78.0,42.79999924,134.3999939,1785685.5,0.0,1755788.0,0.0,False,Compliant,12.24,0.29,33
22881,NonResidential,Mixed Use Property,(ID22881) INTERBAY BUILDING,3411 THORNDYKE AVE W,Seattle,WA,98119.0,2771102250,7,MAGNOLIA / QUEEN ANNE,47.65118,-122.37875,1.0,2,57644,0,57644,"Non-Refrigerated Warehouse, Office, Other - Services",Office,20176.0,,41.70000076,103.5,2300589.0,0.0,1591510.0,598225.0,False,Compliant,42.87,0.74,56
22883,NonResidential,Warehouse,Keller Supply,3209 17th Ave W,Seattle,WA,98119.0,2771102515,7,MAGNOLIA / QUEEN ANNE,47.64913,-122.37929,1.0,2,39497,0,39497,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25547.0,9.0,45.79999924,121.90000149999999,1809734.75,0.0,1344071.0,355986.0,False,Compliant,28.28,0.72,61
22936,Nonresidential COS,Other,Seattle Asian Art Museum,1400 E Prospect,Seattle,WA,98112.0,2925049087,3,EAST,47.6303,-122.3142,1.0,1,33087,0,33087,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,53776.0,,73.40000153,133.1000061,3944599.75,0.0,1443141.0,2105717.0,False,Compliant,121.9,3.68,84
22940,NonResidential,Small- and Mid-Sized Office,MERIDIAN NORTH OFFICE BUILDING,10740 MERIDIAN AVE N,Seattle,WA,98133.0,2926049018,5,NORTHWEST,47.70793,-122.33316,1.0,2,27574,0,27574,Office,Office,27574.0,73.0,45.09999847,141.6000061,1243709.625,0.0,1211349.0,0.0,False,Compliant,8.44,0.31,34
22953,NonResidential,Retail Store,Tux Shop,10716 5th Ave NE,Seattle,WA,98125.0,2926049039,5,NORTH,47.70747,-122.32248999999999,1.0,1,24982,0,24982,Retail Store,Retail Store,24982.0,99.0,13.39999962,42.09999847,335245.0,0.0,335245.0,0.0,True,Error - Correct Default Data,2.34,0.09,51
22955,NonResidential,Senior Care Community,Foundation House at Northgate,11301 3rd Ave NE,Seattle,WA,98125.0,2926049051,5,North,47.71069,-122.32673999999999,1.0,5,43661,0,43661,"Parking, Senior Care Community",Senior Care Community,43661.0,4.0,94.90000153,238.8000031,4141925.0,0.0,2741695.0,1194726.0,False,Compliant,82.57,1.89,18
22962,NonResidential,Small- and Mid-Sized Office,Northgate Meridian Bldg,2111 N Northgate Way,Seattle,WA,98133.0,2926049094,5,NORTHWEST,47.708420000000004,-122.3332,1.0,3,76105,27307,48798,Office,Office,76105.0,91.0,34.09999847,107.09999850000001,2596383.25,0.0,2472350.0,0.0,False,Compliant,17.24,0.23,29
23008,NonResidential,Mixed Use Property,Display Supply Inc,11201 Roosevelt Way NE,Seattle,WA,98125.0,2926049163,5,North,47.70983,-122.31865,1.0,2,32009,0,32009,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,17500.0,,58.40000153,136.6000061,2177737.0,0.0,1340993.0,657732.0,False,Compliant,44.28,1.38,64
23011,NonResidential,Retail Store,Bevmo,10700 5th Ave NE,Seattle,WA,98125.0,2926049223,5,NORTH,47.70708,-122.32251000000001,1.0,1,41615,0,41615,Retail Store,Retail Store,41615.0,69.0,48.09999847,151.0,2001296.75,0.0,1900006.0,0.0,True,Error - Correct Default Data,13.25,0.32,50
23017,NonResidential,Medical Office,5th Ave Professional Center,10564 5th Ave NE.,Seattle,WA,98125.0,2926049266,5,NORTH,47.706759999999996,-122.32263999999999,1.0,3,28841,0,28841,Medical Office,Medical Office,28841.0,55.0,52.90000153,123.59999850000001,1525049.625,0.0,955324.0,503875.0,False,Compliant,33.42,1.16,28
23020,NonResidential,Self-Storage Facility,Northgate Self Storage,10805 Roosevelt Way NE,Seattle,WA,98125.0,2926049287,5,NORTH,47.70782,-122.31873,2.0,2,33344,0,33344,"Office, Parking, Self-Storage Facility",Self-Storage Facility,31360.0,,4.0,12.60000038,129466.8984,0.0,123767.0,0.0,False,Compliant,0.86,0.03,39
23022,Nonresidential COS,Other,Northgate Campus,10510 5th Ave NE,Seattle,WA,98125.0,2926049431,5,NORTH,47.70541,-122.32231999999999,2.0,1,30498,0,30498,Other - Recreation,Other - Recreation,30498.0,,87.0,164.3999939,2652254.5,0.0,1066226.0,1369837.0,False,Compliant,80.19,2.63,11
23040,NonResidential,K-12 School,Holy Family School,9615 20th Ave. SW,Seattle,WA,98106.0,3004800005,1,DELRIDGE,47.51698,-122.35946000000001,1.0,2,42975,0,42975,K-12 School,K-12 School,21405.0,92.0,52.5,74.30000305,1124454.25,0.0,173165.0,786187.0,False,Compliant,42.96,1.0,92
23049,NonResidential,Other,Laidlaw,7739 1st Avenue S,Seattle,WA,98108.0,3024049018,1,DELRIDGE,47.53366,-122.33733000000001,1.0,1,23260,0,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,,77.5,146.1000061,1803514.875,0.0,719779.0,892327.0,False,Compliant,52.41,2.25,53
23051,NonResidential,Small- and Mid-Sized Office,MMFS Upper Bldg,7717 Detroit Ave SW,Seattle,WA,98106.0,3024049026,1,DELRIDGE,47.53309,-122.33977,1.0,2,30659,0,30659,"Data Center, Non-Refrigerated Warehouse, Office",Office,27262.0,88.0,78.09999847,186.1999969,2828171.5,0.0,1804388.0,814700.0,False,Compliant,55.85,1.82,28
23056,NonResidential,Other,NATIONAL SIGN,1255 WESTLAKE AVE N,Seattle,WA,98109.0,3025049004,7,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136000000001,1.0,2,27144,0,27144,Other,Other,27144.0,,41.90000153,79.40000153,1138349.25,0.0,458796.0,553228.0,False,Compliant,32.58,1.2,96
23064,NonResidential,Other,Evergreen Washelli,11111 Aurora Ave. N,Seattle,WA,98133.0,3026049008,5,NORTHWEST,47.70969,-122.34557,5.0,1,23166,0,23166,Other,Other,23166.0,,157.5,165.3999939,3648465.5,0.0,3.0,3475801.0,False,Compliant,184.6,7.97,46
23065,NonResidential,Medical Office,Meridian Center for Health,10521 Meridian ave N,Seattle,WA,98133.0,3026049025,5,NORTHWEST,47.70558,-122.33486,1.0,2,34759,0,34759,"Medical Office, Parking",Medical Office,44667.0,81.0,36.59999847,114.8000031,1633105.375,0.0,1633105.0,0.0,False,Compliant,11.39,0.33,37
23076,NonResidential,Worship Facility,North Seattle Alliance Church,2150 N. 122nd Street,Seattle,WA,98133.0,3034200285,5,NORTHWEST,47.71745,-122.33221,1.0,2,44719,0,44719,"Medical Office, Office, Worship Facility",Worship Facility,45909.0,,37.20000076,71.0,1781436.375,0.0,704681.0,909345.0,False,Compliant,53.21,1.19,51
23098,NonResidential,Supermarket / Grocery Store,Red Apple Market,2701 Beacon Ave S,Seattle,WA,98144.0,3086003145,2,GREATER DUWAMISH,47.57894,-122.31286999999999,1.0,1,21603,0,21603,Supermarket/Grocery Store,Supermarket/Grocery Store,21603.0,16.0,274.39999389999997,658.7999877999999,5927199.5,0.0,3900058.0,1933742.0,False,Compliant,129.89,6.01,51
23115,NonResidential,Distribution Center,Intermountain Supply,7901 1st Ave South,Seattle,WA,98108.0,3124049001,1,DELRIDGE,47.53158,-122.33568000000001,1.0,1,42900,0,42900,Distribution Center,Distribution Center,43050.0,53.0,10.69999981,33.59999847,461205.5938,0.0,436253.0,0.0,False,Compliant,3.04,0.07,37
23117,Campus,Other,Joint Training Facilities Campus,9401 Myers Way S,Seattle,WA,98108.0,3124049024,1,DELRIDGE,47.51885,-122.33421000000001,5.0,1,57952,0,57952,Adult Education,Adult Education,57952.0,,57.79999924,113.8000031,3347245.25,0.0,1474450.0,1616937.0,False,Compliant,96.15,1.66,11
23120,NonResidential,Other,(ID23120) WASTE MANAGEMENT,8111 1ST AVE S,Seattle,WA,98108.0,3124049151,1,DELRIDGE,47.52956,-122.33592,1.0,1,26232,0,26232,"Office, Other - Services",Other - Services,18262.0,,126.40000149999999,205.3000031,3315521.5,0.0,902081.0,2192009.0,False,Compliant,122.71,4.68,45
23158,NonResidential,Warehouse,KOF Associates,1239 S. King St.,Seattle,WA,98144.0,8170100350,3,DOWNTOWN,47.59783,-122.31553999999998,1.0,2,25840,0,25840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25840.0,92.0,12.0,37.70000076,310602.3125,0.0,313528.0,0.0,False,Compliant,2.19,0.08,60
23161,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,606 12th Ave S,Seattle,WA,98144.0,8170100415,2,DOWNTOWN,47.59721,-122.31838,1.0,1,45145,0,45145,Office,Office,43813.0,,32.09999847,57.79999924,1405510.25,0.0,514491.0,753968.0,False,Compliant,43.63,0.97,28
23164,NonResidential,Small- and Mid-Sized Office,The Weller Building,1225 S Weller Street,Seattle,WA,98144.0,8170100455,3,DOWNTOWN,47.59728,-122.31586999999999,1.0,5,70332,22095,48237,"Office, Parking",Office,44417.0,89.0,45.0,135.1000061,2000777.25,0.0,1866104.0,115011.0,False,Compliant,19.12,0.27,15
23204,SPS-District K-12,K-12 School,Maple Elementary,4925 Corson Ave. S.,Seattle,WA,98108.0,3869400560,2,GREATER DUWAMISH,47.55813,-122.3189,1.0,1,50546,0,50546,K-12 School,K-12 School,53234.0,94.0,22.89999962,67.5,1220512.25,0.0,1066312.0,88768.0,True,Error - Correct Default Data,12.15,0.24,45
23231,NonResidential,Retail Store,Bitter Lake Plaza,929 N 130th ST,Seattle,WA,98133.0,7608700007,5,NORTHWEST,47.72286,-122.34612,1.0,2,20088,0,20088,"Office, Parking, Retail Store",Retail Store,16080.0,,17.20000076,54.09999847,337536.0938,0.0,326778.0,0.0,False,Compliant,2.28,0.11,37
23265,Campus,Other,T102 1011 B/C,1011 Klickitat Way SW,Seattle,WA,98134.0,7666701220,1,GREATER DUWAMISH,47.57049,-122.34857,5.0,2,138907,0,138907,Other,Other,139557.0,,61.29999924,142.6999969,8551562.0,0.0,5130303.0,2707389.0,False,Compliant,179.55,1.29,27
23268,NonResidential,Small- and Mid-Sized Office,Building F,1131 SW Klickitat Way,Seattle,WA,98134.0,7666701250,1,GREATER DUWAMISH,47.569990000000004,-122.34703,1.0,2,40657,0,40657,"Office, Parking",Office,40657.0,57.0,69.59999847,214.0,2828385.0,0.0,2742404.0,84424.0,False,Compliant,23.6,0.58,19
23277,NonResidential,Warehouse,23277 HSC HarbIsl,3419 11th Ave. S.W.,Seattle,WA,98134.0,7666702210,1,GREATER DUWAMISH,47.572790000000005,-122.35066,1.0,1,20200,0,20200,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18700.0,,14.0,43.20000076,283275.0,0.0,260808.0,8209.0,False,Compliant,2.25,0.11,116
23297,NonResidential,Residence Hall,St. James Cathedral & Rectory,804 9th Ave.,Seattle,WA,98104.0,8590900085,3,EAST,47.6073,-122.32585,1.0,1,44086,0,44086,Residence Hall/Dormitory,Residence Hall/Dormitory,44091.0,29.0,92.0,163.1999969,4056815.5,1920474.25,1218944.0,513291.0,False,Compliant,184.0,4.17,112
23299,NonResidential,Small- and Mid-Sized Office,Pigott Building,710 9th Ave.,Seattle,WA,98104.0,8590900135,3,EAST,47.606629999999996,-122.32526000000001,1.0,7,54372,20824,33548,"Office, Parking",Office,54372.0,94.0,27.20000076,85.40000153,1479454.375,0.0,1403820.0,0.0,False,Compliant,9.79,0.18,46
23313,NonResidential,Small- and Mid-Sized Office,Swedish Invex Building,1115 Columbia St,Seattle,WA,98122.0,8590900690,3,EAST,47.60819,-122.32282,1.0,3,21282,0,21282,Office,Office,19658.0,69.0,70.19999695,133.3000031,1380656.125,762542.3125,483381.0,0.0,False,Compliant,62.23,2.92,60
23320,NonResidential,Other,PARKWAY,6315 RAINIER AVE S,Seattle,WA,98118.0,3812400023,2,SOUTHEAST,47.545629999999996,-122.27616,1.0,2,41022,0,41022,Other,Other,41022.0,,92.30000305,289.89999389999997,3787648.25,0.0,3787648.0,0.0,False,Compliant,26.41,0.64,95
23397,NonResidential,Other,Fraser Marine Building,3601 West Marginal Way SW,Seattle,WA,98106.0,7666703920,1,DELRIDGE,47.57058,-122.35626,1.0,2,28109,0,28109,Other,Other,28109.0,,128.5,382.2999878,3612526.75,0.0,3326281.0,286245.0,False,Compliant,38.39,1.37,50
23331,NonResidential,Small- and Mid-Sized Office,Gateway Plaza,13751 Lake City Way NE,Seattle,WA,98125.0,3821700140,5,NORTH,47.729859999999995,-122.29278000000001,1.0,3,33580,12990,20590,"Office, Parking",Office,20590.0,100.0,19.89999962,62.5,409578.4063,0.0,409579.0,0.0,False,Compliant,2.86,0.09,31
23342,NonResidential,Warehouse,Daily Racing Form,12547 26th AVE NE,Seattle,WA,98165.0,3834500415,5,NORTH,47.72051,-122.30103000000001,1.0,1,21936,0,21936,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21936.0,100.0,5.3000001910000005,12.80000019,116642.5,0.0,71827.0,41303.0,False,Compliant,2.69,0.12,39
23343,NonResidential,Other,LAKE CITY,12550 26TH AVE NE,Seattle,WA,98125.0,3834500515,5,NORTH,47.72083,-122.29978999999999,1.0,1,30160,0,30160,Other,Other,30139.0,,39.29999924,58.20000076,1184385.875,0.0,244597.0,801241.0,False,Compliant,44.26,1.47,47
23368,NonResidential,Mixed Use Property,Seaboard Building,1500-1506 4th Ave.,Seattle,WA,98011.0,7628750000,7,DOWNTOWN,47.61056,-122.33661000000001,1.0,11,111137,0,111137,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,42939.0,,100.4000015,201.1999969,9946297.0,0.0,4602455.0,4943709.0,False,Compliant,294.65,2.65,107
